recipe_name,flavors,rating,success
Spiced Raisin and Apple Crisp ,apple raisin apple cinnamon clove vanilla,3,0.75
Brandysnaps with Lemon Curd Ice Cream and Blackberries ,lemon lemon brandy blackberry,4,0.5
Toasted Pound Cake with Vanilla Ice Cream and Chocolate-Honey Sauce ,chocolate honey orange vanilla pecan orange,3.5,0.1
"Cava, Strawberry and Orange Sorbet ",strawberry orange strawberry,4,0.1
Raspberry Frozen Yogurt Cake with Raspberry Amaretto Sauce ,raspberry vanilla almond raspberry raspberry,3.5,0.1
Double-Nut Maple Bars ,maple pecan walnut vanilla,3.5,0.86
Walnut Cigarette Cookies ,walnut,2.5,0.67
Plum Oatmeal Crisp ,plum lemon oat cinnamon ginger walnut vanilla,3,0.9
Lemon Sorbet with Blackberry Sauce ,blackberry lemon,2,0.33
Rhubarb Rice Pudding ,vanilla nutmeg rhubarb,2,0.67
Apple and Prune Tart ,cinnamon clove apple lemon walnut,3,0.6
Passover Chremslach ,almond apricot lemon lemon,3.5,0.1
Chinese Almond Cakes ,almond almond,3,0.75
Fresh Mango Puddings ,orange lime mango rum raspberry,3,0.79
Pecan Chocolate Cookies Bartell ,vanilla chocolate pecan,3,0.7
Pineapple Rum Trifle Cake ,almond pineapple rum,3,0.88
Banana Walnut Upside Down Cake ,maple walnut banana cinnamon vanilla,3,0.79
Cinnamon Apple Crisp ,cinnamon apple,3.5,0.91
Custard Sauce ,orange vanilla,3,0.1
Dulce de Leche Cheesecake Squares ,chocolate,3,0.79
Chocolate Layer Cake with Chocolate-Raspberry Frosting ,cocoa vanilla chocolate raspberry raspberry,3.5,0.87
Country Pear Cake ,lemon pear,3,0.91
Tart Shell ,,3.5,0.86
Cherry-Almond Ice Cream Cake with Milk Chocolate Sauce ,chocolate vanilla cherry almond,3.5,0.92
Mascarpone Cheesecake with Quince Compote ,pecan walnut mascarpone,3,0.57
Earl Grey Ice Cream ,vanilla earl,3.5,0.71
Strawberry-Lemon Curd Tart ,lemon lemon strawberry strawberry,3.5,0.85
Butterscotch Pudding ,vanilla banana,3.5,0.86
Peanut Butter Cream Tart ,chocolate peanut vanilla chocolate,3.5,0.85
Baked Pears with Currants and Cinnamon ,pear cinnamon,3.5,0.87
Plain Crepes ,,3.5,0.63
Isabella's Aphrodisiac Ice Cream ,almond fig vanilla,4,0.1
Rosé-Peach Gelée ,peach,4,0.1
Ginger-Molasses Cake ,ginger cinnamon vanilla caramel,3.5,0.92
Chocolate-Ancho Crème Brûlée ,cinnamon chocolate cinnamon,3.5,0.93
Apricot Cobbler ,apricot lemon almond,3,0.84
Triple-Chocolate Pudding Pie with Cappuccino Cream ,graham cocoa chocolate chocolate vanilla vanilla,3.5,0.9
Blueberry Almond Praline Sundae ,almond apricot lemon blueberry almond vanilla,3.5,0.1
Miniature Almond Cakes with Sugared Cherries and Kirsch Cream ,almond cherry,3.5,0.94
Blackberry Mousse ,orange blackberry mint,2.5,0.5
Blackberry Sorbet ,blackberry lemon blackberry,4,0.94
"Cocoa Meringue Baskets with Nectarines, Berries, and Cream ",cocoa vanilla raspberry blackberry mint,2,0
Cream Cheese Ice Cream ,lemon,3.5,0.89
Raspberries and Blackberries in Red-Wine Syrup ,raspberry blackberry almond,3,0.1
Clementine Sorbet with Rosé Wine Gelée ,lemon,3.5,0.89
Key Lime Cheesecake with Mango Ribbons ,graham lime vanilla mango lime,3.5,0.85
"Granny Smith, Ginger, and Basil Granita ",apple lemon ginger basil,3.5,0.1
Caramel Ice Cream ,vanilla,3.5,0.93
Lemon and Poppy Seed Tartlets ,lemon lemon lemon,3.5,0.86
Vanilla-Bean Ice Cream ,vanilla,3.5,0.95
Blackberry Sauce ,blackberry lemon brandy,3,0.1
Honeydew Melon in Coconut Milk ,coconut lime lime,3.5,0.9
Cantaloupe Conserve ,lemon raisin,2.5,0.75
Almond and Banana Cookies ,almond almond banana,2,0.1
Caramel Custards with Ginger (Cremes Caramels au Gingembre) ,ginger ginger,3,0.1
Raspberry Sauce ,raspberry raspberry lemon,3.5,0.9
Blueberry-Almond Tart ,blueberry lemon lemon almond almond,3.5,0.83
Chocolate-Amaretto Souffles ,chocolate vanilla almond,3.5,0.86
Coconut Macaroon Bars ,vanilla coconut,3.5,0.9
Baked Figs with Honey and Whiskey Ice-Cream ,whiskey honey fig,1.5,0
Sweet Shortcrust Pastry ,,3,0.5
Chocolate-Amaretti Tortes ,chocolate almond cinnamon almond,3.5,0.8
Walnut Tweed Torte ,walnut orange orange vanilla chocolate,3,0.1
Raisin and Almond Tartlets ,raisin cinnamon vanilla almond,0,0
Peanut Butter and Chocolate Pie ,vanilla chocolate peanut chocolate,3,0.85
Peanut Butter Mousse Cake ,chocolate cinnamon peanut vanilla chocolate vanilla,3.5,0.91
Plum Streusel Coffeecake ,walnut cinnamon nutmeg vanilla plum,3.5,0.97
Peach and Blackberry Crisp ,peach blackberry lemon oat cinnamon nutmeg pecan vanilla,3.5,0.97
Cream Cheese Pound Cake ,vanilla,3.5,0.88
Pineapple Upside-Down Cake ,pineapple cardamom vanilla rum pineapple rum,3.5,0.93
Rice Pudding with Chai Spices ,ginger cinnamon cardamom allspice,3,0.83
Dried Cherry and Raisin Rice Pudding ,vanilla cardamom raisin cherry,3.5,0.79
Chocolate Wontons with Ginger Ice Cream ,ginger chocolate,3,0.1
Tiny Chocolate Chip Cookies ,vanilla chocolate,3,0.79
Burnt-Sugar Pecan Rum Sauce ,rum pecan,0,0
Peaches in Peach Schnapps with Slivered Basil ,peach peach basil lime,2.5,0.5
Grilled Peaches with Whipped Cream and Caramel ,peach caramel,3,0.65
Panforte ,cocoa cinnamon ginger clove almond hazelnut plum fig raisin honey,3.5,0.86
Raspberry-Pistachio Ice Cream Pie with Almond Praline ,almond pistachio raspberry raspberry,3.5,0.8
Simple Shortbread ,vanilla,3.5,0.85
Buttermilk Doughnuts ,vanilla nutmeg,3,0.1
Warm Miniature Doughnuts ,nutmeg allspice,2.5,0.71
Fudgies ,chocolate peanut oat vanilla,3.5,0.9
Cranberry-Ribbon Apple Pie ,cranberry cranberry apple apple lemon cinnamon cinnamon vanilla,4,0.96
Bourbon-Orange Pecan Pie with Bourbon Cream ,orange orange vanilla pecan,3.5,0.89
Caramel-Cognac Fondue ,banana,3.5,0.91
Country-Style Strawberry-Rhubarb Tart ,hazelnut cinnamon hazelnut rhubarb strawberry strawberry cinnamon vanilla,3,0.71
New Year's Cake (Neen Gow) ,date,3,0.73
Lemon Syrup ,vanilla lemon lemon,3,0.1
"Individual Toffee, Pecan, and Peach Crisps ",peach lime pecan,3.5,0.9
Mango Fool ,mango lime,3.5,0.75
Almond Baklava with Rosé Water ,honey cinnamon orange rose almond cinnamon allspice,3.5,0.95
Decorating Icing ,lemon vanilla,2.5,0.8
Persimmon Fool ,lemon,3,0.33
Brown Sugar Pineapple Brûlée ,pineapple cinnamon rum,3.5,0.1
Warm Apple Tart with Date Ice Cream and Red Wine-Caramel Sauce ,date vanilla vanilla apple pecan,2.5,0.75
Oat Biscuits with Triple-Crème Cheese and Grapes ,oat,0,0
Plum Tarts ,lemon plum lemon,3.5,0.95
Frozen Mango Raspberry Terrine ,raspberry lemon mango mango mango,3,0.1
Honey Cheesecake Squares ,graham lemon lemon honey,3,0.8
Brownie Sundae ,vanilla raspberry cherry,2,0.75
Almond and Raspberry Tart ,vanilla almond almond raspberry raspberry,3.5,0.82
Kahlua Tiramisu with Amaretto Ice Cream ,mascarpone coffee champagne cocoa,3.5,0.98
"Black Bottom ""Cappuccino"" ",vanilla chocolate cocoa,2.5,0.5
Almond Macaroons ,almond vanilla almond,3.5,0.1
Plum and Berry Summer Puddings ,plum raspberry blueberry lemon,4,0.1
Orange Rum Caramel Sauce ,orange rum,2,0.33
Open-Faced Rhubarb Tart ,almond rhubarb apricot,3,0.83
Peach Baked Alaskas with Spiced Peaches and Raspberries ,peach raspberry,3.5,0.8
Rhubarb-Raspberry Jalousie ,rhubarb raspberry vanilla,3,0.8
Classic Pie Crust ,,3,0.64
Berry Tart with Ginger Cream ,ginger strawberry blueberry,3.5,0.85
Lime-Yogurt Sherbet ,lime lime,3.5,0.9
Individual Chocolate Raspberry Baked Alaskas ,chocolate cocoa raspberry,3.5,0.89
Tropical Lime Torte with Mango Compote ,lime lime rum lime lime mango lime,3,0.73
Campari and Grapefruit Ice Pops ,vodka,4,0.1
Dark Chocolate and Orange Tart with Toasted Almonds ,orange cinnamon cocoa almond cinnamon chocolate orange,3.5,0.87
Poached Pears with Spiced Caramel Sauce ,orange lemon pear clove cardamom fennel cinnamon hazelnut,3.5,0.94
Raspberry-Apricot Shortcakes ,apricot cinnamon raspberry,4,0.1
"Sugar Cookies (""Tea Cakes"") ",vanilla,3,0.81
Strawberry-Cheesecake Ice Cream ,strawberry lemon,3,0.93
"Date, Dried-Cherry and Chocolate Torte ",date date cherry brandy cocoa vanilla orange chocolate pecan,3.5,0.85
Mango Fools with Chocolate-Anise Straws ,lime mango mango,3,0.86
Ginger Doughnuts ,ginger ginger lemon vanilla ginger,3.5,0.89
Honey-Poached Pears with Mascarpone ,pear lemon honey vanilla mascarpone rum,4,0.1
Brownie Cupcakes with Peanut Butter Frosting ,chocolate chocolate vanilla walnut peanut vanilla chocolate,3.5,0.87
Chocolate Mint Cookies ,cocoa vanilla chocolate,2.5,0.65
Mango Lassi ,mango lime,2.5,0.71
Raspberry-Pecan Blondies ,vanilla pecan raspberry,3.5,0.8
Triple-Chocolate Celebration Cake ,cocoa vanilla chocolate chocolate chocolate raspberry chocolate raspberry cherry strawberry blueberry blackberry cocoa chocolate,3.5,0.89
Poached Pears with Chocolate-Pear Sauce ,pear pear chocolate vanilla,3.5,0.94
Carrot Raisin Cake with Irish Cream Frosting ,cinnamon nutmeg allspice carrot raisin orange orange,3,0.81
Banana Pineapple Ice Cream Peterson ,lemon banana pineapple,3,0.1
Double Chocolate-Cherry Brownies ,chocolate vanilla almond cinnamon cherry chocolate,3.5,0.94
Watermelon Granita ,lime,0,0
Coconut Chocolate Chip Cookies ,vanilla coconut chocolate,3,0.84
Pink Applesauce ,apple lemon,3.5,0.1
Crunchy Oat Cookies ,oat,3.5,0.83
Cinnamon Cocoa Meringues with Vanilla Ice Cream and Cinnamon Chocolate Sauce ,cocoa cinnamon vanilla chocolate chocolate chocolate cinnamon,4,0.1
Poached Peaches with Vanilla ,honey vanilla peach,2.5,0.5
Chocolate Pound Cake ,cocoa vanilla,2.5,0.57
Banana-Caramel Bliss ,vanilla banana,4,0.1
Greek Sesame Seed Candy ,honey,3,0.1
Grandmother's Apple Cake ,apple brandy cinnamon,3.5,0.86
Bread Baked with Honey and Cream ,honey lemon,3.5,0.1
Apple Crostata with Cheddar Cheese ,vanilla cinnamon ginger apple,3.5,0.1
Lattice Pie with Pears and Vanilla Brown Butter ,vanilla pear raisin lemon vanilla,3,0.78
All-Occasion Downy Yellow Butter Cake ,vanilla,3.5,0.85
Red Wine-Macerated Winter Fruit ,lemon cinnamon pineapple cranberry mascarpone orange,3,0.1
Grapefruit Ambrosia ,coconut pistachio,3,0.5
Caramel-Dipped Apples ,maple vanilla apple cranberry chocolate,4,0.97
Carmelized Upside-Down Pear Tart ,pear cinnamon,3.5,0.97
Warm Blackberry Pie Sundaes ,blackberry orange orange cinnamon vanilla,3.5,0.97
Oranges and Pineapple with Orange-Flower Water and Mint ,orange pineapple mint cinnamon clove strawberry mint,4,0.1
Caramel Espresso Float ,vanilla chocolate,3,0.1
Banana Fritters with Honey and Ice Cream ,coconut nutmeg banana honey vanilla,3.5,0.86
Orange and Kiwi Compote with Toasted Almonds ,cardamom allspice cinnamon vanilla orange almond,3.5,0.1
Triple-Ginger Pound Cake ,ginger vanilla ginger ginger,3,0.83
Orange-Spice Pumpkin Pie ,pumpkin rum ginger cinnamon orange nutmeg,3.5,0.93
Warm Tapioca with Rhubarb ,rhubarb pepper lemon vanilla,2,0.4
Strawberries Jubilee ,vanilla lemon strawberry vanilla,2.5,0
Midori Melon Ice Pops ,vodka,4,0.86
Moscato Zabaglione with Cornmeal Cookies ,lemon raisin,3.5,0.1
Puff Pastry Apple Tarts Glazed with Honey ,apple honey,3.5,0.91
Three Milk Cake with Rompope ,strawberry mint strawberry,3.5,0.75
Mango Curd ,mango lemon,2.5,0.57
Nana Edie's Devil's Food Cake ,chocolate vanilla chocolate vanilla,3.5,0.79
Cherry Pie with Coconut Crumb Topping ,oat coconut cinnamon cherry lemon lemon,3.5,0.82
Tequila Lime Tart ,graham lime tequila lime,3,0.87
Strawberry Sundaes with Crème Fraîche Ice Cream ,vanilla strawberry strawberry,0,0
Simple Pie Pastry ,,3.5,0.1
Buttermilk Fruitcake ,apricot pecan brandy vanilla,2.5,0.5
Sesame Twists ,orange vanilla orange,3,0.1
S'more Napolean ,chocolate graham marshmallow chocolate,3,0.1
Coeur à la Crème ,raspberry vanilla,3,0.1
Lemon Syrup ,lemon,3,0.1
Great Pumpkin Pie ,pecan pumpkin ginger cinnamon vanilla,3.5,0.82
Lemon Granita ,lemon,4,0.1
Raspberry Sauce ,raspberry lemon,3,0.1
Spiced Plum Shortcakes ,ginger ginger plum cinnamon ginger ginger,3.5,0.75
Honey-Glazed Peach Tart with Mascarpone Cream ,lemon peach honey almond peach mascarpone vanilla,3.5,0.85
Raspberry-Chocolate Tart ,chocolate raspberry lemon mascarpone vanilla raspberry raspberry,3.5,0.94
Maple Sugar Tart ,maple walnut,3,0.86
Chocolate Decadence Ice Cream Pie ,chocolate chocolate vanilla chocolate chocolate,4,0.1
Baked Pie Shell ,,2,0
Toasted Coconut Macadamia Pound Cake ,coconut vanilla rum,2.5,0.67
Honey Vanilla Poached Apricots ,honey vanilla apricot,3,0.1
Cheller's Chews ,vanilla coffee cocoa cinnamon chocolate walnut,3.5,0.63
Brandied Whipped Cream ,brandy,4,0.1
Cherry Newtons and Vanilla Milkshakes ,cherry vanilla cherry honey vanilla vanilla vanilla,2,0.5
"Bread Pudding with Apple, Raisins and Figs ",raisin fig brandy lemon lemon vanilla apple,3.5,0.1
Iced Coffee Mousse ,vanilla,3.5,0.86
Meyer Lemon Cranberry Scones ,lemon cranberry cherry,3.5,0.87
"Pecan, Caramel and Fudge Pie ",chocolate vanilla pecan chocolate,3.5,0.92
Cactus-Pear Sorbets ,pear lime,3.5,0.75
Kouign-Amann ,,0,0
Banana Coffee Cake with Chocolate Chip Streusel ,chocolate walnut cinnamon banana,3.5,0.86
Lemon Cake Roll ,lemon lemon lemon mint,2.5,0.5
Butterscotch Baked Pears ,pear vanilla,3.5,0.82
Brownie Squares ,chocolate vanilla cocoa walnut,3,0.84
Isabelle's Semolina Cake ,vanilla nutmeg raisin,3,0.5
Apple Pie with Cheddar Crust ,apple lemon,3,0.76
Pear and Fig Strudels with Ginger Cream ,fig pear lemon cinnamon ginger,3.5,0.1
No-Bake Lemon Cream Tart ,graham lemon lemon,3.5,0.76
"Rice Pudding with Pistachios, Raisins and Saffron ",cardamom saffron pistachio raisin,3.5,0.92
Glazed Strawberry Pie ,strawberry,3,0.83
Lemon Chiffon Pie with Glazed Cranberries ,lemon lemon cranberry,3,0.56
Warm Apple-Cornmeal Upside Down Cake ,apple vanilla vanilla,3,0.86
Maple Meringue Buttercream ,maple maple,3,0.5
Blood Oranges with Grand Marnier Sabayon ,orange lemon pistachio,2.5,0.75
Banana Chocolate Strudel ,banana chocolate,3.5,0.86
Raspberry Fool ,vanilla raspberry,3,0.1
Roasted Pineapple Tartlets ,vanilla rum banana ginger pineapple vanilla,4,0.8
Pumpkin Crème Brûlée ,vanilla cinnamon allspice ginger pumpkin,3,0.74
Low-Fat Orange and Almond Cream Cheese Pie ,almond orange honey orange honey almond orange apricot almond,2.5,0.1
Orange-Campari Granita with Fresh Nectarines ,orange mint,3,0.1
Pear and Cardamom Sorbet ,pear cardamom lemon lemon,3.5,0.82
Macadamia Nut and Bittersweet Chocolate Ice-Cream Bombe with Macadamia Nut Praline ,chocolate coffee chocolate vanilla,4,0.1
Chocolate Mint Layer Cake ,cocoa vanilla chocolate cocoa vanilla chocolate,3.5,0.91
Brownie Puddle (with Caramel Variation) ,pecan chocolate cocoa vanilla chocolate,3,0.67
Lemon-Black Pepper Cornmeal Cookies ,pepper lemon,3,0.87
Margarita Ice Pops ,tequila lime,3,0.67
Whipped Ricotta with Honey and Mixed Berries ,ricotta honey vanilla strawberry lemon,3.5,0.91
Pecan Molasses Bundt Cake with Bourbon Glaze ,vanilla pecan vanilla vanilla,3.5,0.85
Chocolate-Amaretto Layer Cake ,almond chocolate almond,3.5,0.94
Spiced Rum Sauce ,rum cinnamon,4,0.94
Glazed Apricot Twists ,apricot lemon,3.5,0.89
Almond Cake with Berries ,almond vanilla lemon almond blackberry raspberry,3,0.9
Classic Date Bars ,date vanilla oat cinnamon,3.5,0.93
Margarita Cheesecake ,graham orange tequila lime lime lime lime,3,0.77
Baklava ,lemon orange cinnamon honey almond walnut cinnamon nutmeg clove,3.5,0.88
Flourless Chocolate-Orange Almond Cake ,almond chocolate cocoa orange orange vanilla,3,0.86
Cardamom Yogurt Pudding with Orange and Cinnamon Honey Syrup ,vanilla cardamom orange orange cinnamon,3.5,0.1
Passover Honey Nut Cake in Soaking Syrup ,orange orange cinnamon almond walnut honey orange lemon cinnamon,3.5,0.94
Sabayon Lingonberry Mousse ,brandy,3,0.5
Strawberry and Prosecco Fizz with Lemon Sorbet ,strawberry lemon champagne,3.5,0.86
Fruit Salad with Ginger Syrup ,ginger peach mint,3.5,0.9
Lemon Ice Box Pie ,graham cinnamon lemon,2,0.54
Pumpkin-Honey Cake ,cinnamon ginger allspice pumpkin honey vanilla pumpkin honey allspice,3.5,0.89
Cherry Compote ,cherry cherry cherry brandy,3.5,0.1
"Chocolate, Cherry and Marsala Cassata ",cherry ricotta chocolate cherry,3,0.1
White Chocolate and Lime Blondies ,chocolate lime vanilla chocolate strawberry strawberry lime mint,3.5,0.81
Walnut and Raisin Strudel ,vanilla apricot walnut raisin,0,0
El Majoun ,almond raisin honey ginger allspice nutmeg fennel cinnamon cayenne saffron,3,0.67
Honey-Cheese Pie with Strawberry Compote ,honey vanilla almond walnut ricotta honey vanilla lemon strawberry honey honey strawberry,3.5,0.75
Spiced Pear Tartlets ,pear clove vanilla,3,0.1
Fall Fruit Compote ,apple lemon cinnamon clove pear apricot cherry fig lemon,3.5,0.86
Chocolate Plum Pudding ,chocolate vanilla,3,0.83
Creamy Ginger Cheesecake ,ginger vanilla ginger ginger vanilla,3.5,0.6
Fresh Orange Slices with Candied Zest and Pistachios ,orange pistachio,2,0.5
Chocolate-Orange Carrot Cake ,cocoa carrot coconut orange orange chocolate orange orange,3.5,0.86
Strawberry Sorbet with Balsamic Vinegar and Amaretti Cookies ,strawberry lemon vanilla strawberry,4,0.1
Campari-Poached Pears with Raspberry Sauce ,orange pear lemon raspberry orange mascarpone mint,3.5,0.1
Pineapple Upside-Down Cake with Dried Cherries ,pineapple cherry vanilla,3,0.7
Dark Chocolate and Lemon Ganache Tartlets ,vanilla chocolate lemon lemon,3.5,0.8
Black Cherry Compote ,cherry vanilla cherry honey cinnamon clove lemon,3,0.1
Grand Marnier Souffles with Crème Anglaise ,vanilla orange,4,0.97
Caramelized Pineapple with Ginger Crème Anglaise ,orange ginger pineapple ginger,3.5,0.1
Banana Coconut Cream Pie ,coconut coconut vanilla rum banana apple,2,0.33
Maple Syrup Pie ,maple,3.5,0.85
Crepes Directoire ,vanilla banana almond,2,0.5
Christmas Lane Cake ,nutmeg vanilla cherry apricot pecan coconut chocolate vanilla pecan apricot,3.5,0.86
Chocolate-Toffee Trifle ,chocolate vanilla chocolate,3.5,0.1
Frozen-Butter Pastry Dough ,,4,0.75
Blueberry Cheesecake Bars ,vanilla blueberry,3.5,0.9
Chocolate Cake with Mascarpone and Praline ,almond hazelnut chocolate cocoa mascarpone,3,0.75
Norwegian Christmas Cookies ,,3,0.7
Cheese-Filled Birds' Nests ,honey orange orange lemon ricotta honey orange cinnamon,3,0.1
Trifle ,pistachio,3.5,0.1
Maple Pecan Cheesecake ,maple vanilla maple pecan,3.5,0.75
Country-Style Plum Tart ,plum plum vanilla allspice vanilla,3.5,0.1
Island Macaroons ,coconut vanilla chocolate,3.5,0.94
Nectarine and Blueberry Clafouti ,blueberry vanilla,3,0.95
Chocolate Glaze ,chocolate,4,0.1
Pineapple Apricot Upside-Down Cake ,pineapple apricot vanilla,3,0.9
Chocolate-Swirl Cheesecake ,chocolate hazelnut chocolate vanilla nutmeg lemon hazelnut vanilla,3.5,0.96
Cornmeal Cake with Black Cherry Compote ,vanilla lemon honey cherry,2,0.43
Fruit Tartlets in Pistachio Phyllo Shells ,pistachio peach honey lemon vanilla,3.5,0.1
Balsamic Berries Over Vanilla Ice Cream ,strawberry clove vanilla,4,0.1
Oranges and Prunes in Cardamom Tea Syrup ,orange earl cardamom,3.5,0.1
Feta with Pepper Honey ,honey,3,0.75
Almond Tart (Tarta de Almendras) ,lemon almond,3,0.88
Apricot and Cherry Country Tart ,apricot cherry vanilla,3.5,0.1
Dried Cherry and Golden Raisin Turnovers ,raisin,3.5,0.1
Poached Pears with Sweet Wine and Fruit Confetti ,pear pear cinnamon vanilla strawberry mint,3.5,0.63
Carrot Cupcakes with Ginger-Cream Cheese Icing ,cinnamon carrot pineapple,3.5,0.84
Phyllo Pecan Crisps ,pecan,4,0.1
Black Gold Cookies ,chocolate chocolate vanilla walnut pecan,3.5,0.88
Goober Ice Cream Sandwiches ,peanut vanilla chocolate,0,0
Black and White Chocolate Macaroon Tart with Raspberry Sauce ,coconut chocolate rum chocolate raspberry,3.5,0.89
Chocolate-Toffee Brownie Cake ,cocoa pecan chocolate chocolate honey pecan,3,0.82
Peaches-and-Cream Streusel Pie ,pecan oat peach,3,0.81
Chocolate- and Almond-Dipped Sandwich Cookies ,almond vanilla chocolate chocolate almond,3.5,0.89
Ginger Cream ,ginger,4,0.1
Strawberry Baked Alaska ,vanilla strawberry strawberry vanilla,3.5,0.88
Apple Crisp with Prune Tequila Ice Cream ,cinnamon pecan cinnamon apple lemon orange tequila,3,0.77
Cardamom Tea Granita ,cardamom cardamom ginger lemon,0,0
Persimmon Sorbet ,lemon,1.5,0.17
Skewered Grilled Fruit with Minted Yogurt Honey Sauce ,honey lime mint plum peach pineapple,3.5,0.8
Cider-Caramel Sauce ,apple vanilla,3.5,0.8
Banana Tartlets with Chocolate Custard ,chocolate rum banana,3,0.67
Pecan Pumpkin Pie ,pumpkin cinnamon nutmeg vanilla lemon lemon pecan,3,0.78
