recipe_name,flavors,rating,success
Blossom-Topped Cupcakes ,vanilla lemon blackberry,3,0.86
Open-Faced Designer Apple Pie ,apple lemon cinnamon nutmeg apricot,0,0
Mocha Sauce ,coffee chocolate vanilla cinnamon,4,0.1
Comice Pear Crisp ,almond cinnamon pear,2,0.29
Flourless Chocolate Cake with Chocolate Glaze ,chocolate vanilla chocolate chocolate,3.5,0.92
Frutta Caramellata ,strawberry orange,0,0
Maple Shortbread ,maple vanilla,3,0.1
Gingerbread with Cider Sauce ,ginger apple lemon ginger,3.5,0.1
World's Easiest Chocolate Cake (Mud Cake) ,chocolate chocolate coffee vanilla,3.5,0.85
Tangerine Sponge Custard ,,2.5,0.71
Light Tiramisu ,coffee rum chocolate,3,0.59
Ginger Almond Biscotti ,almond ginger ginger vanilla,3.5,0.91
All-Butter Pastry Dough ,,4,0.1
Mixed Berry Crisp ,raspberry lemon oat cinnamon ginger nutmeg,3.5,0.92
Quick Pear Tarts with Ice Cream ,pear vanilla brandy,3,0.1
Plum Sorbet ,plum lemon,3,0.1
Mascarpone Cheesecake with Roasted Cashew Crust and Passion Fruit Caramel Sauce ,cashew cinnamon ginger vanilla mascarpone caramel pineapple,3,0.81
Lemon and Rum Cheesecake with Strawberry Compote ,lemon vanilla rum lemon vanilla strawberry,3.5,0.75
Tiramisù Angel Cake Torte ,cocoa coffee chocolate almond chocolate,3.5,0.92
Panna Cotta with Strawberries and Balsamic Vinegar ,vanilla strawberry pepper,4,0.97
Coeur à la Crème with Raspberry Sauce ,mascarpone vanilla lemon raspberry raspberry lemon raspberry mint,3.5,0.1
Strawberry and White Chocolate Mousse Tart ,chocolate vanilla strawberry lemon strawberry,3.5,0.85
Chocolate-Raspberry Frosting ,chocolate raspberry brandy vanilla,3.5,0.95
Pear and Fig Pie with Hazelnut Crust ,hazelnut fig lemon lemon pear,3.5,0.86
Spiced Crumble Cake with Chocolate Frosting ,pecan cocoa cinnamon clove allspice vanilla chocolate vanilla cocoa,3,0.83
Figs in Red-Wine Syrup ,lemon cinnamon fig lemon,3.5,0.1
Wine- and Citrus-Poached Pears with Triple-Crème Cheese ,orange lemon clove pear,4,0.1
Double-Cherry Streusel Bars ,cherry cherry brandy cinnamon vanilla almond coconut almond,3.5,0.92
Apple and Walnut Sheet Cake with Caramel Sauce ,vanilla cinnamon apple walnut caramel,3.5,0.1
Frosted Grapes ,grape,3.5,0.1
Speculaas Tart with Almond Filling ,cinnamon ginger nutmeg almond lemon lemon vanilla almond apricot,4,0.93
Autumn Apple Strudel ,apple chocolate brandy vanilla apple cinnamon vanilla cherry apple hazelnut graham vanilla,3.5,0.86
Pear and Hazelnut Frangipane Tart ,vanilla almond pear apricot,3.5,0.87
Butter Pecan Ice Cream ,pecan vanilla,4,0.96
New Orleans Praline Pieces ,pecan,3.5,0.82
Fruit and Cookie-Crust Pizza ,marshmallow raspberry caramel,3,0.81
Date Squares ,cinnamon nutmeg clove walnut date,3.5,0.88
Caramelized Walnut Tart ,vanilla cinnamon walnut,3.5,0.79
Cheesecake ,lemon lemon vanilla almond,3.5,0.81
Cherry Linzertorte ,hazelnut cinnamon nutmeg vanilla cherry,3.5,0.89
Pecan Shortbread Cookies ,vanilla pecan,3.5,0.88
Meringue Petits Fours with Anise Cream and Pomegranate ,anise pomegranate,3.5,0.1
Orange-Butter Pound Cake ,orange orange vanilla,3,0.79
Caramelized Figs with Vanilla Ice Cream and Aged Balsamic Vinegar ,fig vanilla,3,0.8
Ginger Crème Brûlée ,ginger strawberry mint,3.5,0.9
Pear Spice Cake with Pecan Praline Topping ,pear ginger pear pecan,3.5,0.87
Dream Bars ,vanilla chocolate,3.5,0.85
Coconut Crème Brûlée ,coconut coconut,3.5,0.89
"Gala Apple ""Newtons"" with Honey Cream ",apple orange lemon cardamom honey brandy honey almond,1.5,0
Pumpkin Clafouti ,pumpkin vanilla vanilla hazelnut,3.5,0.89
Caramel Sauce ,vanilla,3,0.67
Brown Sugar-Ginger Ice Cream ,vanilla ginger,3.5,0.86
Pastry Dough ,,4,0.1
Chocolate Hazelnut Cakes ,chocolate chocolate hazelnut cocoa hazelnut hazelnut vanilla,4,0.8
Fennel Orange Brittle ,fennel orange,0,0
"Poached Pears with Marsala, Cinnamon, and Vanilla ",cinnamon vanilla orange pear mascarpone,3.5,0.86
Blood Orange Syrup ,orange orange,3,0.75
Vanilla Cream ,vanilla,3.5,0.1
Chewy Caramel Pecan Bars ,vanilla pecan,2.5,0.33
Banana Bread ,cinnamon banana vanilla walnut,3.5,0.93
Fudgy Chocolate Layer Cake with Coffee-Chocolate Frosting ,chocolate vanilla chocolate vanilla,3.5,0.77
Lime Ice Cream ,lime lime,3,0.92
Molasses Ice Cream ,,3.5,0.9
Raspberry-Plum Sorbet ,plum raspberry,3.5,0.1
Brown Sugar-Chocolate Fudge ,chocolate marshmallow chocolate vanilla chocolate,3.5,0.89
Dried Cherry-Almond Fruitcake ,cherry apricot almond raisin rum maple vanilla rum maple,3.5,0.9
Cranberry and Orange Thyme Sorbet ,cranberry orange thyme orange,3.5,0.1
Pavlova with a Passionfruit Curd ,passionfruit,3.5,0.89
Bittersweet Chocolate Sauce ,chocolate,4,0.1
Chocolate Pecan Pie ,pecan cocoa vanilla,3.5,0.92
Coffee Ice Cream and Mexican Chocolate Sundaes with Cinnamon-Sugar Tortilla Crisps ,chocolate cinnamon cinnamon coffee mint,3.5,0.1
Mangoes Flambé ,mango rum,3.5,0.94
Pumpkin-Chocolate Chip Loaf Cake ,pumpkin pumpkin vanilla chocolate walnut,3.5,0.92
Warm Fruit Compote with Lemon Verbena and Crème Fraîche ,vanilla mint apricot apple,0,0
Almond Dacquoise with Strawberry Ice Cream ,almond vanilla almond strawberry strawberry,3.5,0.1
Ginger-Cream Tart with Raspberries ,ginger lemon raspberry,3.5,0.96
Gingerbread Squares with Honey-Mascarpone Cream ,mascarpone honey lemon ginger cinnamon clove ginger lemon,3.5,0.96
Meringue Napoleons with Lime Ice Cream and Blackberries ,blackberry lime blackberry lime,4,0.1
Ginger Cake ,ginger cinnamon,3.5,0.8
Raspberry-Lemon Trifle ,lemon lemon lemon raspberry,3.5,0.94
Chocolate Griddle Cakes with Chocolate Sauce ,chocolate cocoa vanilla,3.5,0.89
Thin Butter Crust ,,4,0.92
Ice Cream Truffles ,vanilla chocolate,4,0.1
Sweet Pastry Dough ,vanilla lemon,4,0.1
Millefoglie with Grappa Cream and Rhubarb ,rhubarb,4,0.75
Orzo Pudding ,raisin vanilla nutmeg,3,0.75
Hazelnut Meringue Drops ,hazelnut vanilla,3,0.1
Cappuccino Creams ,vanilla chocolate rum,3.5,0.1
Lime Margarita Sorbet ,lime tequila lime,3.5,0.1
White Chocolate Macadamia Brownies ,chocolate vanilla chocolate,3.5,0.88
Pâte Brisée ,,3.5,0.95
Calvados Tarte Tatin ,lemon cinnamon apple lemon,3.5,0.1
Apple Cider Cupcakes with Cider Cream Cheese Icing ,apple clove cinnamon apple,2.5,0.62
Pumpkin Walnut Fudge ,pumpkin vanilla walnut,2.5,0.64
Chocolate Icing ,chocolate brandy,3.5,0.1
Rocky Road Wedges ,cocoa chocolate almond marshmallow,3,0.1
Southern Peanut Butterscotch Sundaes ,peanut chocolate,4,0.1
"Oven-Poached Pears with Lemon, Honey and Nutmeg ",pear honey honey lemon nutmeg vanilla,2.5,0.8
Papaya in Cinnamon Syrup ,cinnamon,2.5,0.1
Strawberry Phyllo Shortcakes ,strawberry honey vodka,3.5,0.67
Coffee-Pecan Meringue Ice Cream Sandwiches ,pecan cinnamon chocolate coffee pecan coffee,0,0
Winter Pudding ,cranberry apple cinnamon clove,2,0
Individual Tartes Tatin ,apple vanilla,3.5,0.89
Golden Pumpkin and Apricot Layer Cake ,cinnamon allspice apricot pumpkin vanilla apricot pumpkin cinnamon allspice apricot,3.5,0.83
Banana-Caramel Napoleons ,lemon mascarpone banana,4,0.1
"Apricot, Cornmeal, and Sage Cookies ",apricot sage,3.5,0.89
Peanut Butter and Chocolate Chunk Brownies ,peanut vanilla chocolate,3,0.72
Quick and Easy Spice Cake ,pumpkin walnut vanilla,2.5,0.8
Vanilla Ice Cream with Amaretti and Plum Sauce ,vanilla almond plum lemon rum,0,0
Fig and Apple Phyllo Tart ,fig apple apple vanilla almond,3.5,0.1
Cranberry Pear Hazelnut Financier ,hazelnut pear cranberry vanilla vanilla,3.5,0.88
Lime Mint Sorbet ,mint lime,2.5,0.67
Sweet Potato Pie with Brown Sugar and Nutmeg ,yam orange vanilla nutmeg,3.5,0.73
Chocolate Caramel Sauce ,chocolate vanilla,3.5,0.1
Chocolate Tangerine Roulade ,chocolate orange orange orange cocoa,3.5,0.1
Almond Joy Cheesecake ,graham coconut almond coconut coconut almond chocolate vanilla,3.5,0.8
Maple Crème Caramel ,maple,3.5,0.88
Baked Alaska Peanut S'mores ,graham chocolate peanut,3,0.1
Cherry and Zabaglione Cream Tart ,cherry chocolate,2.5,0.5
Banana Layer Cake with Cream Cheese Frosting ,banana vanilla banana,3.5,0.9
Apple Raisin Strudels ,apple raisin cinnamon vanilla,3.5,0.82
Chilled Raspberry Sabayon ,champagne brandy raspberry raspberry,3.5,0.1
Lattice-Topped Apricot Crostata ,vanilla lemon apricot almond,3,0.1
Blackberry and Hazelnut Sundaes ,hazelnut hazelnut vanilla blackberry,4,0
Spiced Pumpkin Cheesecake ,pecan graham cinnamon ginger pumpkin vanilla,3.5,0.95
Lemon-Curd Strawberry Tart ,lemon lemon vanilla strawberry,3.5,0.89
Apple-Fig Crisp ,pumpkin pecan fig brandy apple,3.5,0.8
Almond Crust ,almond almond,4,0.1
Toffee Souffles with Chocolate Sauce ,chocolate whisky almond,2.5,0.1
Musician's Tart ,vanilla pear date pear almond cashew,3.5,0.9
Heavenly Apple Cake ,apple lemon vanilla orange cinnamon,3,0.9
Churros ,nutmeg orange,3,0.6
Kirsch and Dried Cherry Kugelhupf ,cherry raisin brandy lemon vanilla almond almond,2.5,0.5
Chocolatines ,cocoa rum,3,0.8
Grapefruit and Campari Granita ,,4,0.89
"Strawberry-Rhubarb ""Courting"" Cake ",vanilla nutmeg strawberry rhubarb strawberry vanilla nutmeg,3.5,0.9
Banana Upside-Down Cake ,banana banana vanilla,3.5,0.9
Quick Tiramisu ,coffee coffee cocoa,2,0.58
Tutti-Frutti Ice Cream Cones ,chocolate strawberry mango chocolate chocolate chocolate,0,0
Rhubarb Sorbet ,lemon rhubarb,3.5,0.83
Chocolate-Hazelnut Mousse ,hazelnut chocolate brandy hazelnut,3,0.75
Banana Coconut Ice Cream ,banana coconut vanilla lemon,3.5,0.78
Swedish Meringue Cake with Strawberries and Orange Filling ,vanilla coffee orange lemon orange lemon strawberry,3.5,0.86
Orange Glaze ,orange,3,0.1
Orange Almond Torte with Orange Sauce and Marsala Cream ,almond orange orange orange,3.5,0.1
Winter Sorbet Sampler ,cranberry pear mint,3,0.82
Frozen Plum Souffles with Cardamom-Plum Sauce ,plum cardamom vanilla plum cardamom plum,4,0.5
Cocoa Meringue Kisses ,cocoa,2.5,0.73
Pastry Crust Dough ,orange,4,0.5
Chocolate Wafer and Graham Cracker Brownies ,vanilla chocolate chocolate graham pecan,2,0.5
Chocolate-Dipped Cherries ,chocolate cherry,3.5,0.88
"Pink Gooseberry, Peach, and Elderflower Soup with Vanilla Ice Cream ",peach basil vanilla,2,0
Apple Compote Tart ,apple apple,1.5,0.5
Pecan Crescent Cookies ,pecan vanilla,3.5,0.94
Lime Flan with Caramelized Pineapple ,lime lime vanilla pineapple lime mint,3,0.75
Chocolate Mint Layer Cake ,cocoa vanilla mint chocolate mint,3.5,0.9
The Ultimate Lemon Butter Bar ,lemon lemon,3.5,0.91
Gianduia Tartlets ,hazelnut chocolate chocolate hazelnut,3,0.1
Lemon Panna Cotta with Blackberry Sauce ,vanilla lemon lemon blackberry,3.5,0.88
Coffee and Turron Ice Cream Torte with Honey-Brandy Oranges ,honey almond vanilla brandy orange coffee coffee orange,3.5,0.1
No-Bake Fresh Fruit Pie ,pear lemon,3.5,0.92
Orange Shortbread ,orange,3,0.82
An American Place Strawberry Shortcake ,strawberry,3.5,0.94
Green Tea Ice Cream ,matcha,2.5,0.6
Apple Oatmeal Crumble ,apple lemon oat cinnamon,2.5,0.8
Strawberry Margarita Ice Pops ,strawberry tequila lime,3,0.8
Red Velvet Cake with Raspberries and Blueberries ,cocoa vanilla vanilla raspberry blueberry,3.5,0.88
Rhubarb Roulade ,vanilla rhubarb,3,0.67
Dark Moist Chocolate Cake ,chocolate,3.5,0.83
Plum Streusel Pie with Lemon-Lime Ice Milk ,lemon lime lemon lemon walnut cinnamon nutmeg plum,3.5,0.1
Black-Bottom Raspberry Cream Pie ,chocolate cocoa chocolate raspberry vanilla,3.5,0.87
Peach Tarte Tatin ,orange apple peach,2.5,0.45
Hazelnut Gelato ,hazelnut,3.5,0.88
Walnut Spicecake with Lemon Glaze ,cinnamon allspice nutmeg vanilla walnut lemon cranberry mint,0,0
Sunshine Cake with Citrus Butter Cream ,orange lemon orange lemon orange lemon,2.5,0.63
"Orange, Chocolate and Hazelnut Mandelbrot ",orange orange ginger cinnamon hazelnut chocolate chocolate,3.5,0.86
Fruitcake Trifle ,lemon vanilla,0,0
Cookies-and-Cream Ice Cream Cake ,chocolate,3,0.94
Chocolate Souffles ,chocolate,3.5,0.1
Calvados Ice Cream ,vanilla brandy,3.5,0.1
Chocolate-Anise Straws ,anise chocolate,3.5,0.1
Cinnamon Cookies ,cinnamon walnut lemon walnut,2.5,0.67
Butter-Rum Baked Apples ,apple rum lemon clove,3,0.67
Raspberry Coulis ,raspberry lemon,3.5,0.9
Honey-Graham Muffins ,graham cinnamon ginger honey maple vanilla,2,0.5
Apricot and Walnut Varenikis ,brandy apricot walnut cinnamon,2.5,0.5
Apricot-Raspberry Pie with Hazelnut Streusel Topping ,hazelnut apricot allspice raspberry,3.5,0.92
Warm Lemon Souffles ,lemon lemon,3,0.8
Lemon-Buttermilk Ice Pops ,lemon lemon,4,0.94
Apple-Matzoh Kugel ,apple orange cinnamon raisin apricot,3.5,0.95
Tiramisu ,mascarpone coffee cocoa,3.5,0.95
Rhubarb-Cranberry Cobbler ,cinnamon ginger rhubarb cranberry cranberry vanilla vanilla,3,0.93
Colorado Cowboy Cookies ,oat vanilla chocolate walnut,3.5,0.91
Strawberry Shortbread Tarts ,vanilla orange strawberry,2.5,0.67
Chocolate Raspberry Icebox Cake ,vanilla chocolate raspberry chocolate,3.5,0.1
Honey-Glazed Grilled Pineapple ,honey lime lime pineapple mint,3,0.89
Aunt Enza's Tiramisu ,coffee mascarpone chocolate,3.5,0.95
Walnut-Topped Spice Cookies ,peanut cinnamon clove almond walnut,2.5,0.6
Simple Sugar Syrup ,,0,0
Raspberry-Blueberry Pie ,raspberry blueberry vanilla,3.5,0.88
White Chocolate Mousse ,chocolate,2.5,0.59
Havlah Ice Cream Torte ,chocolate vanilla,4,0.1
Molten Chocolate Cakes with Mint Fudge Sauce ,chocolate chocolate chocolate vanilla,4,0.94
Mascarpone and Berry Parfaits ,strawberry raspberry mascarpone,2.5,0.5
Pears Poached in Port with Cranberries ,allspice ginger cinnamon orange cranberry cranberry pear,4,0.1
Peppermint and Pecan Chocolate Bark ,chocolate pecan,3.5,0.88
Jam Roly-Poly ,strawberry,4,0.1
Strawberry and Peach Parfaits with Maple Granola ,oat almond maple raisin strawberry peach vanilla,2.5,0.1
Spiced Apple Pie with Raisins ,apple apple raisin ginger cinnamon,3.5,0.5
Rhubarb Poached in Jasmine Tea with Ginger ,rhubarb ginger mascarpone,3,0.8
White Chocolate and Strawberry Cheesecake ,chocolate chocolate vanilla strawberry apricot brandy,4,0.94
Five-Spice Apple Quince Pie ,apple apple lemon cinnamon vanilla,3.5,0.1
Rum-Punch Granita ,peach apricot pineapple rum lime pineapple mint,0,0
Rhubarb-Gingersnap Parfaits ,rhubarb,3,0.1
Baba ,lemon orange apricot rum vanilla,2,0
Dulce de Leche Ice Cream Pie with Mocha Fudge Sauce ,pecan vanilla cinnamon coffee cocoa chocolate vanilla caramel pecan,3.5,0.82
Italian Strawberry Tart ,cinnamon strawberry,3,0.81
Fruit Salad with Honey-Lime Dressing ,lime honey lime grape pineapple strawberry,3.5,0.91
Marsala-Poached Pears with Cinnamon ,pear,3,0.1
Poached Apricots in Vanilla-Thyme Syrup with Crème Fraîche ,vanilla lemon thyme apricot,3.5,0.1
Espresso-Ganache Tartlets ,chocolate,3.5,0.86
Flaky Pastry Dough ,,1,0.5
Vanilla-Citrus Tea Ring ,orange lemon vanilla,3,0.8
Raspberry Gratins ,brandy raspberry,3.5,0.6
Dulce de Leche Ice Cream Cake ,graham hazelnut strawberry strawberry caramel,3.5,0.93
Armagnac Ice Cream ,,2,0.1
Milk Chocolate Pudding Parfaits with Raspberries ,cocoa chocolate vanilla raspberry,3.5,0.1
Molasses Cookies ,ginger clove cinnamon,3.5,0.9
Chocolate Ganache Tartlets with Sweet Cherries ,chocolate cocoa cherry,3.5,0.1
Mango-Banana Cake ,nutmeg vanilla banana mango mango mint,3,0.71
Cherry Cobbler ,cherry vanilla allspice vanilla vanilla,3.5,0.95
White Chocolate Cheesecake with Hazelnut Crust ,hazelnut graham chocolate hazelnut,3.5,0.89
Orange Caramel Sauce with Almond Praline ,orange almond almond orange,3,0.1
Peach-Berry Upside-Down Crisp ,peach oat vanilla vanilla,1,0
Glazed Pear and Pecan Cake ,pear cinnamon pear pecan pear pear,3.5,0.1
Double Chocolate Layer Cake ,chocolate coffee cocoa vanilla chocolate,3.5,0.91
Mango Cheesecake ,graham mango vanilla mango,3.5,0.85
Blueberry Pie with Lattice Crust ,blueberry lemon lemon vanilla vanilla,3,0.79
Exotic Caramel Sauce ,raisin raisin almond pistachio ginger,4,0.1
"Chocolate, Orange, and Chestnut Pavé ",chocolate orange chocolate chestnut rum orange ginger,2.5,0.6
Cranberry Gingerbread with Brown Sugar Whipped Cream ,cinnamon ginger allspice clove cranberry ginger vanilla cinnamon,3.5,0.85
Chocolate Bread Pudding ,chocolate,3.5,0.78
Gingered Cherry Sauce ,cherry ginger brandy,4,0.1
Lime and Rum Caramel Creams ,rum lime lime rum,1.5,0.5
Cherry-Almond Trifle ,cherry almond vanilla vanilla cherry cherry almond,3.5,0.87
Cherry Clafoutis ,cherry almond lemon vanilla almond,2.5,0.5
Cherry-Apricot Cream Cheese Tart ,orange cherry apricot apricot,2,0.67
"Apple, Walnut and Currant Strudel ",lemon cinnamon apple apricot walnut,2,0.4
Chocolate-Strawberry Ganache ,strawberry chocolate,3.5,0.1
Espresso Whipped Cream ,vanilla,4,0.1
Chocolate-Caramel Easter Eggs ,chocolate chocolate chocolate,3,0.86
Blueberry Soup ,blueberry lemon cinnamon vanilla lemon vanilla,3.5,0.9
No-Bake Chocolate Biscuit Cake with Dried Cherries ,chocolate walnut raisin cherry,3,0.67
Pumpkin Seed Praline ,pumpkin,2,0.56
Coffee Almond Ice-Cream Cake with Dark Chocolate Sauce ,chocolate coffee vanilla almond almond chocolate chocolate,4,0.93
Banana Ice Cream ,banana,3,0.9
Armagnac Toffee Sauce ,,4,0.1
Banana Chocolate Tart ,graham chocolate rum banana apricot,3.5,0.89
Strawberry Sorbet ,strawberry,4,0.1
Pastry Dough ,,3,0.1
Vanilla Bean Flan ,vanilla,3,0.79
Powdered Sugar Pound Cake ,lemon vanilla,3,0.73
Maple Buttermilk Pie ,maple maple vanilla,3,0.67
Nectarine Lime Curd Tart with a Brown-Sugar Crust ,lime vanilla peach,3.5,0.96
Grapes in Grappa with Mascarpone ,grape mascarpone lemon grape,3.5,0.1
Orange-Spice Bûche de Noël with Orange Cream Cheese Frosting ,orange apple cinnamon allspice clove vanilla orange orange orange vanilla,3.5,0.71
Apple-Cranberry Shortcakes with Cinnamon Cream ,cinnamon apple cranberry vanilla,2.5,0.67
Chocolate-Cognac Profiteroles with Raspberry Sauce ,raspberry chocolate,3,0.88
Lemon Icing ,lemon,2.5,0.1
Maple Crunch Layer Cake ,maple apple walnut cinnamon maple vanilla maple,3,0.6
Sweet-Potato-Pecan Pie ,yam vanilla cinnamon allspice pecan,3.5,0.92
Walnut Gâteau Breton ,walnut,4,0.1
Summer-Berry Basil Kissel ,vanilla blackberry raspberry basil lemon,4,0.1
Oatmeal Coconut Raspberry Bars ,coconut oat raspberry,3.5,0.93
Strawberry Gelato ,strawberry lemon,3,0.8
Indian Pudding ,ginger,4,0.1
Sour Cream Chocolate Frosting ,chocolate cocoa vanilla,3.5,0.88
Pecan-Bourbon Crème Brûlée ,vanilla pecan,3.5,0.93
Cherry Chocolate Chippers ,cinnamon vanilla chocolate cherry,3,0.82
Robert Linxe's Chocolate Truffles ,chocolate cocoa,4,0.94
Strawberry-Orange Sorbet ,strawberry orange orange,3.5,0.92
Spiced Peach Pie with Lattice Crust ,ginger cinnamon lemon ginger cinnamon peach,3,0.81
Pistachio Phyllo Crisps ,pistachio,3,0.1
Pecan Praline Topping ,pecan,3.5,0.1
Pear and Cranberry Granita ,pear honey cranberry cranberry mint,0,0
Raspberry Gelatin with Fresh Fruit ,raspberry grape lemon grape orange mint,3,0.75
Chile-Macadamia Brittle ,pepper,2.5,0.71
Almond Cookies ,almond orange honey orange,3,0.93
Coconut Buttercream ,lemon coconut,3.5,0.85
Triple-Ginger Layer Cake ,ginger ginger cinnamon cinnamon ginger vanilla ginger,3,0.82
Vanilla Cream Cheese Frosting ,vanilla,3.5,0.9
White Chocolate Tartlets with Strawberries and Bananas ,hazelnut vanilla chocolate chocolate orange banana orange strawberry,3.5,0.71
Tropical Fruit Splits with Rum Sauce and Chile-Macadamia Brittle ,rum vanilla mango pineapple banana vanilla coconut,2.5,0.67
Shortbread ,vanilla,3.5,0.83
White Chocolate-Raspberry Crème Brûlée Tartlets ,ginger raspberry chocolate vanilla raspberry,3,0.63
Russian Tea Cakes ,vanilla hazelnut,3.5,0.1
Chocolate Walnut Biscotti ,cocoa orange orange walnut,2,0.4
Toasted-Hazelnut Cake ,hazelnut lemon chocolate,3.5,0.86
Lemon Curd ,lemon lemon,4,0.94
Lighter-Than-Air Chocolate Roll ,chocolate cocoa orange cocoa,3.5,0.91
Dried Cherry-Chocolate Strudel Bars ,cherry almond cherry chocolate,2.5,0.5
Coconut Macadamia Truffles ,chocolate rum coconut,3.5,0.93
Golden Cake with Chocolate Sour Cream Frosting ,vanilla chocolate,3.5,0.96
Fresh Pineapple Poached in Cinnamon Syrup ,cinnamon ginger lemon pineapple,3.5,0.93
Lemon Caramel Custard ,lemon lemon vanilla,0,0
Pear and Apple Crostata with Five-Spice Whipped Cream ,apple pear ginger lemon honey,3.5,0.95
Mocha Crème Caramel ,chocolate coffee coffee chocolate,4,0.1
Grandma Cottington's Pumpkin Pie ,pumpkin cinnamon allspice,3,0.84
Applesauce Coffee Cake with Crumb Topping ,cinnamon vanilla lemon,2.5,0.67
Orange Nut Bread ,orange almond orange,3.5,0.89
Plum Küchen ,cinnamon vanilla almond plum,3.5,0.91
Pumpkin Cheesecake with Bourbon Sour Cream Topping ,graham pecan pumpkin cinnamon nutmeg ginger vanilla pecan,3.5,0.94
Fresh Lime Tart with Meringue Lattice and Glazed Berries ,lime lime lime vanilla raspberry lime strawberry mint,3.5,0.85
Sunset Sorbet Sundaes ,blackberry mango mango blackberry,0,0
Caramel Sorbet ,vanilla,1,0
Apple-Cranberry Crisp ,oat cinnamon nutmeg pecan apple cranberry,3.5,0.93
Wine-Marinated Grapes ,grape lemon,3.5,0.1
Tropical Sundaes ,lime ginger ginger vanilla mango coconut,3.5,0.1
Coconut Blondies ,vanilla chocolate coconut,3.5,0.94
Ice Cream with Marsala and Currants ,orange cinnamon orange vanilla,4,0.1
Almond Ice Cream Terrine with Chocolate Truffles and Raspberry Sauce ,chocolate almond almond almond raspberry almond raspberry,4,0.1
Chocolate-Dipped Orange Shortbread Hearts ,orange orange chocolate,2.5,0.73
Ginger-Baked Apples ,ginger walnut raisin apple lemon vanilla,4,0.88
Coffee Gelato ,,3.5,0.86
Almond Meringues ,almond lemon,3.5,0.85
Candied Lemon Peel Ice Cream with Strawberry Compote ,lemon strawberry,2.5,0.67
"Tre, Tre, Tre Cake ",orange,3,0.71
Pear Charlottes with Chamomile Crème Anglaise ,raisin rum honey pear rum vanilla chamomile,3.5,0.86
Maple Crème Flan with Maple-Glazed Pears ,maple pear maple,3.5,0.86
Honey-Roasted Peppered Pecans ,honey pepper allspice pecan,3,0.75
Carrot-Walnut Bundt Cake with Lemon Cream Cheese Icing ,cinnamon carrot walnut lemon,3,0.78
Chocolate-Chocolate Chip Shortbread Cookies ,cocoa chocolate vanilla almond walnut,3,0.78
Ginger-Honey Pumpkin Pie ,pumpkin honey ginger cinnamon,3.5,0.81
Fruit Crumble ,almond peach vanilla,3.5,0.98
Mocha Custards with Buttermilk Doughnuts ,coffee vanilla chocolate,1.5,0.25
Eccles Cakes ,raisin orange lemon lemon nutmeg,3.5,0
Wendy's Biscotti ,orange vanilla chocolate pistachio,3.5,0.88
Cappuccino Brownies with White Chocolate-Espresso Sauce ,coffee chocolate nutmeg chocolate coffee cinnamon chocolate hazelnut chocolate,4,0.92
Tarte Tatin with Brandied Caramel Sauce ,apple caramel,3.5,0.94
Cinnamon Coffee Cake Kotniuk ,vanilla cinnamon,3.5,0.95
Pots de Crème Javanaise ,chocolate vanilla coffee,0,0
Pine Nut and Fruit Ice Cream Sundaes ,vanilla plum cinnamon banana,0,0
Vermont Maple Syrup Cheesecake ,graham maple maple vanilla maple,3.5,0.87
Boysenberry Sorbet and Lemon Ice Cream Bombe ,lemon lemon blackberry raspberry mint,4,0.1
Orange Fools ,orange,3,0.8
Sundaes with Chocolate Caramel and Macadamia Nut Sauce ,chocolate vanilla,0,0
Halloween Spice Cake ,coffee allspice clove cinnamon ginger nutmeg orange chocolate,2.5,0.57
Doughnuts with Lingonberry Preserves ,rum lemon strawberry,2.5,0.5
Pastry-Wrapped Raspberry Crisps ,lemon raspberry raspberry,3.5,0
Nightingales' Nests ,lemon orange almond pistachio pistachio,4,0.1
Cherry-Almond Crisp ,cherry cherry brandy almond almond oat vanilla,3.5,0.93
Basic Crepes with Cognac ,vanilla,4,0.1
Midwestern Butterscotch Fudge Marshmallow Sundaes ,marshmallow vanilla,0,0
Chocolate Stout Cake ,cocoa chocolate,4,0.94
Peach and Berry Compote ,peach blueberry raspberry,2.5,0.5
Chocolate-Covered Coconut Macaroons ,coconut vanilla almond chocolate,3.5,0.88
Burnt Orange Panna Cotta ,orange orange orange,2.5,0.67
"Gâteau au Chocolat, Noix et Raisins Secs ",raisin walnut vanilla chocolate orange chocolate,3.5,0.8
Chocolate Panna Cotta with Port- and Balsamic-Glazed Cherries ,chocolate vanilla cherry,3.5,0.83
Rocky Road Sundaes ,chocolate chocolate coconut coconut vanilla almond chocolate,4,0.1
Red and Green Grape Granitas with Muscat and Frozen Sugared Grapes ,lemon grape grape grape,4,0.1
Summer Fruit Salad with Mint Sugar ,mint cherry peach grape,3.5,0.94
Lemon Crème Brûlée ,lemon vanilla,3.5,0.9
Strawberry Rhubarb Compote with Matzo Streusel Topping ,strawberry rhubarb lemon lemon cinnamon,3.5,0.88
Chocolate Brownies with Peanut Butter Frosting ,chocolate chocolate vanilla peanut vanilla,3,0.71
Beverly's Dark Chocolate Cake ,cocoa vanilla,3,0.79
Meringue-Topped Raspberry and Peach Ice Cream Cake ,graham peach raspberry vanilla vanilla,4,0.1
Hard Maple Taffy ,maple maple,3,0.71
Apple-Walnut Cake ,apple cinnamon walnut,3.5,0.92
Cornmeal Cranberry Cookies ,vanilla cranberry,3.5,0.89
